,代码,名称,最新,市盈率,市净率,所属行业,流通市值,营业总收入同比,营业总收入,营业利润,每股收益,流动资产,利润总额,每股净资产,归属净利润同比,未分配利润,每股未分配利润,销售毛利率,总资产,流动资产1,固定资产,无形资产,资产负债比率,公积金,总负债,流动负债,长期负债,每股公积金,归属净利润,总市值
2086,2071,长城影视,4.77,16.79,3.28,14,24.7亿,29.72,9.42亿,1.78亿,0.21,17.5亿,1.83亿,1.46,0.08,8.48亿,1.61,33.33,38.3亿,17.5亿,2.96亿,3.04亿,72.96,-6.09亿,27.9亿,25.3亿,2.59亿,-1.16,1.12亿,25.1亿
2087,2072,凯瑞德,6.45,-50.78,25.81,56,10.9亿,-25.67,5803万,-1804万,-0.1,4.86亿,-1804万,0.25,-449.96,-3.62亿,-2.06,14.2,6.96亿,4.86亿,214万,0,93.56,1.92亿,6.51亿,6.51亿,0,1.09,-1677万,11.4亿
2088,2073,软控股份,4.75,42.57,0.95,41,38.9亿,-2.84,18.6亿,6915万,0.08,65.2亿,7433万,4.99,-8.2,13.8亿,1.48,23.22,92.0亿,65.2亿,14.0亿,4.02亿,46.43,20.2亿,42.7亿,29.7亿,13.0亿,2.16,7817万,44.4亿
2089,2074,国轩高科,12.33,15.95,1.61,43,124亿,9.11,41.0亿,7.33亿,0.58,123亿,7.38亿,7.64,3.02,31.5亿,2.77,33.13,199亿,123亿,31.9亿,5.27亿,56.15,44.9亿,112亿,82.2亿,29.3亿,3.95,6.59亿,140亿
2090,2075,沙钢股份,7.17,11.95,3.69,5,158亿,23.89,110亿,24.7亿,0.45,60.2亿,25.4亿,1.95,168.59,25.1亿,1.14,24.34,104亿,60.2亿,31.8亿,3.76亿,30.5,-6.09亿,31.7亿,30.4亿,1.29亿,-0.28,9.93亿,158亿
2091,2076,雪 莱 特,3.4,-35.97,2.09,50,15.1亿,-23.74,5.36亿,-7838万,-0.07,14.1亿,-7739万,1.63,-281.75,1.14亿,0.15,22.54,23.7亿,14.1亿,2.63亿,8865万,47.3,3.56亿,11.2亿,10.6亿,5816万,0.46,-5515万,26.4亿
2092,2077,大港股份,4.17,-17.3,0.64,7,22.2亿,-3.72,9.13亿,-1.22亿,-0.18,42.2亿,-1.16亿,6.48,-1173.68,2.50亿,0.43,10.78,77.4亿,42.2亿,11.0亿,1.15亿,51.08,28.2亿,39.5亿,33.6亿,5.93亿,4.86,-1.05亿,24.2亿
2093,2078,太阳纸业,6,6.48,1.31,28,153亿,17.54,161亿,23.9亿,0.69,118亿,24.1亿,4.58,31.09,69.3亿,2.67,25.6,301亿,118亿,166亿,8.07亿,59.51,15.2亿,179亿,151亿,28.3亿,0.59,18.0亿,156亿
2094,2079,苏州固锝,5.33,41.88,2.44,50,38.7亿,5.38,14.2亿,1.14亿,0.1,14.2亿,1.13亿,2.18,-13.25,4.61亿,0.63,18.11,20.5亿,14.2亿,4.85亿,2258万,16.14,3.09亿,3.31亿,3.13亿,1775万,0.42,6948万,38.8亿
2095,2080,中材科技,8.7,11.3,1.2,49,55.7亿,7.89,78.0亿,9.06亿,0.58,105亿,9.49亿,7.27,24.27,26.2亿,2.03,27.42,250亿,105亿,113亿,11.0亿,56.64,52.5亿,142亿,98.1亿,43.6亿,4.07,7.46亿,112亿
2096,2081,金 螳 螂,8.07,10.1,1.68,53,207亿,17.85,185亿,18.8亿,0.6,266亿,18.8亿,4.8,10.24,88.7亿,3.36,19.37,304亿,266亿,8.67亿,1.14亿,57.08,1.60亿,174亿,169亿,4.22亿,0.06,15.8亿,213亿
2097,2082,万邦德,8.02,27.9,1.31,44,19.1亿,1.7,101亿,9323万,0.22,15.5亿,9286万,6.14,-15.23,8.87亿,3.73,3.4,25.9亿,15.5亿,5.01亿,1.84亿,35.29,2.42亿,9.13亿,8.86亿,2716万,1.02,5131万,19.1亿
2098,2083,孚日股份,5.13,10.55,1.39,29,44.4亿,9.26,38.1亿,4.36亿,0.36,35.6亿,4.34亿,3.7,1.35,9.79亿,1.08,20.56,75.9亿,35.6亿,27.8亿,4.18亿,55.69,12.6亿,42.3亿,34.0亿,8.26亿,1.39,3.31亿,46.6亿
2099,2084,海鸥住工,4.35,47.53,1.38,53,21.7亿,4.07,15.8亿,3772万,0.07,17.1亿,4744万,3.15,-46.09,4.14亿,0.82,18.96,27.2亿,17.1亿,5.38亿,1.44亿,38.87,6.09亿,10.6亿,9.99亿,6008万,1.2,3476万,22.0亿
2100,2085,万丰奥威,7.62,15.93,2.72,6,161亿,9.89,80.4亿,10.5亿,0.36,58.9亿,10.6亿,2.8,10.64,35.0亿,1.6,21.22,122亿,58.9亿,36.1亿,9.00亿,45.11,1.15亿,54.9亿,41.3亿,13.6亿,0.05,7.85亿,167亿
2101,2086,东方海洋,4.57,28.07,0.95,39,21.7亿,4.33,6.12亿,9454万,0.12,24.9亿,9422万,4.81,-17,7.17亿,0.95,31.76,48.4亿,24.9亿,13.5亿,2.15亿,24.36,20.7亿,11.8亿,7.63亿,4.16亿,2.74,9235万,34.6亿
2102,2087,新野纺织,3.71,7.16,0.86,29,30.3亿,24.06,47.5亿,3.69亿,0.39,49.2亿,3.68亿,4.32,33.7,15.1亿,1.85,16.91,88.8亿,49.2亿,29.4亿,6.56亿,60.22,10.4亿,53.5亿,38.3亿,15.2亿,1.28,3.17亿,30.3亿
2103,2088,鲁阳节能,8.85,10.43,1.65,49,18.4亿,11.56,12.4亿,2.59亿,0.64,16.0亿,2.60亿,5.37,65.48,9.99亿,2.76,42.24,26.2亿,16.0亿,6.42亿,1.37亿,25.8,5.18亿,6.76亿,6.60亿,1640万,1.43,2.30亿,32.0亿
2104,2089,新 海 宜,4.89,47,3.66,42,45.8亿,-77.61,2.75亿,1.23亿,0.08,18.6亿,1.23亿,1.34,21.69,3.63亿,0.26,25.57,46.2亿,18.6亿,8.15亿,1.07亿,57.26,2288万,26.5亿,19.3亿,7.18亿,0.02,1.07亿,67.2亿
2105,2090,金智科技,17.42,38.61,3.39,41,40.3亿,-32.65,11.5亿,7980万,0.34,28.3亿,7945万,5.14,-26.36,6.47亿,2.72,28.92,39.1亿,28.3亿,6.35亿,6624万,66.13,2.61亿,25.9亿,22.4亿,3.47亿,1.1,8047万,41.4亿
2106,2091,江苏国泰,5.75,9.2,1.2,24,55.9亿,15.03,295亿,17.3亿,0.47,180亿,17.3亿,4.8,23.16,23.6亿,1.5,10.43,213亿,180亿,18.9亿,1.61亿,53.98,32.6亿,115亿,113亿,1.59亿,2.07,7.36亿,90.3亿
2107,2092,中泰化学,7.19,5.76,0.83,34,146亿,68.04,452亿,24.6亿,0.94,256亿,24.6亿,8.66,-1.69,67.1亿,3.12,12.93,640亿,256亿,262亿,6.94亿,67.24,92.8亿,430亿,291亿,139亿,4.32,20.1亿,154亿
2108,2093,国脉科技,8.14,48.36,2.59,17,79.3亿,-22.73,8.12亿,1.31亿,0.13,29.7亿,1.31亿,3.15,27.52,7.19亿,0.71,37.83,46.1亿,29.7亿,7.41亿,1.25亿,31.24,14.1亿,14.4亿,8.89亿,5.52亿,1.4,1.27亿,82.0亿
2109,2094,青岛金王,5.11,16.34,1.21,34,30.7亿,24.01,40.2亿,2.43亿,0.23,37.4亿,2.44亿,4.24,-57.44,10.3亿,1.48,21.67,61.0亿,37.4亿,2.09亿,1.35亿,44.43,11.2亿,27.1亿,17.4亿,9.73亿,1.61,1.62亿,35.4亿
2110,2095,生 意 宝,19.86,119.17,5.92,41,50.0亿,23.83,3.30亿,4329万,0.12,13.5亿,4329万,3.35,56.14,2.26亿,0.9,35.78,15.0亿,13.5亿,6949万,0,27.65,3.26亿,4.16亿,4.13亿,251万,1.29,3159万,50.2亿
2111,2096,南岭民爆,5.48,61.34,1.02,34,20.3亿,-27.09,15.6亿,3627万,0.07,18.4亿,3464万,5.4,-25.98,9.60亿,2.59,27.5,38.0亿,18.4亿,9.43亿,3.96亿,46.06,5.55亿,17.5亿,15.8亿,1.66亿,1.5,2488万,20.3亿
2112,2097,山河智能,5.91,11.76,1.36,13,49.8亿,53.31,39.6亿,5.27亿,0.38,84.9亿,5.34亿,4.34,250.09,10.1亿,0.95,32.64,142亿,84.9亿,42.1亿,4.29亿,65.64,23.5亿,93.5亿,58.7亿,34.8亿,2.22,3.98亿,62.4亿
2113,2098,浔兴股份,9.37,52.99,2.66,27,29.0亿,56.94,16.6亿,2915万,0.13,12.7亿,3178万,3.52,-44.92,5.23亿,1.46,35.27,30.3亿,12.7亿,6.33亿,1.76亿,53.87,3.11亿,16.3亿,10.7亿,5.60亿,0.87,4748万,33.5亿
2114,2099,海翔药业,4.52,11.36,1.35,22,71.9亿,19.88,20.6亿,5.61亿,0.3,38.2亿,5.60亿,3.34,69.33,12.2亿,0.75,43.33,69.2亿,38.2亿,11.8亿,5.53亿,21.82,26.5亿,15.1亿,14.2亿,9001万,1.64,4.83亿,73.2亿
2115,2100,天康生物,4.79,13.35,1.49,39,46.1亿,7.06,37.1亿,2.72亿,0.27,42.6亿,2.72亿,3.22,-19.12,14.1亿,1.46,20.97,67.8亿,42.6亿,16.7亿,1.64亿,52.41,5.66亿,35.6亿,23.1亿,12.5亿,0.59,2.59亿,46.1亿
2116,2101,广东鸿图,8.16,11.44,0.96,6,34.7亿,20.37,42.3亿,3.92亿,0.53,37.6亿,3.98亿,8.48,19.62,10.9亿,2.05,25.69,83.6亿,37.6亿,20.4亿,3.40亿,42.38,28.0亿,35.4亿,31.4亿,4.01亿,5.26,2.85亿,43.4亿
2117,2102,ST冠福,1.87,9.4,0.88,22,37.2亿,71.78,107亿,4.60亿,0.15,28.3亿,4.66亿,2.11,176.05,11.0亿,0.42,6.42,84.9亿,28.3亿,9.31亿,3.22亿,34.01,16.6亿,28.9亿,22.9亿,5.94亿,0.63,3.93亿,49.3亿
2118,2103,广博股份,4.98,38.12,1.57,51,18.6亿,-4.22,15.9亿,6035万,0.1,12.8亿,5792万,3.18,-37.45,4.72亿,0.86,16.96,26.2亿,12.8亿,2.74亿,9447万,33.88,7.13亿,8.89亿,8.84亿,494万,1.31,5346万,27.2亿
2119,2104,恒宝股份,6.4,30.62,2.39,41,38.6亿,25.93,12.2亿,1.21亿,0.16,14.7亿,1.21亿,2.67,-13.81,9.25亿,1.3,23.34,22.0亿,14.7亿,2.81亿,1.41亿,9.31,7450万,2.04亿,1.87亿,1706万,0.1,1.12亿,45.6亿
2120,2105,信隆健康,4.21,223.98,3.03,51,15.5亿,-21.87,10.6亿,-794万,0.01,9.83亿,57.4万,1.39,-88.19,2134万,0.06,12.8,16.3亿,9.83亿,5.12亿,6833万,65.36,6092万,10.6亿,9.76亿,8830万,0.17,519万,15.5亿
2121,2106,莱宝高科,6.7,20.56,1.25,50,47.2亿,11.24,31.6亿,1.96亿,0.24,35.6亿,1.96亿,5.37,79.87,7.52亿,1.07,11.77,51.2亿,35.6亿,11.8亿,9909万,26.01,20.4亿,13.3亿,11.4亿,1.93亿,2.89,1.73亿,47.3亿
2122,2107,沃华医药,6.93,40.66,4.21,22,24.2亿,8.61,5.60亿,5639万,0.13,5.78亿,5491万,1.65,-24.7,2.22亿,0.62,79.51,9.29亿,5.78亿,2.34亿,2803万,24.34,235万,2.26亿,2.13亿,1320万,0.01,4611万,25.0亿
2123,2108,沧州明珠,4.42,15.16,1.93,48,62.7亿,-5.12,25.0亿,3.59亿,0.22,24.0亿,3.60亿,2.29,-30.3,14.5亿,1.02,17.81,51.0亿,24.0亿,14.8亿,2.31亿,35.17,1.84亿,17.9亿,15.2亿,2.70亿,0.13,3.10亿,62.7亿
2124,2109,兴化股份,3.64,15.17,1.09,34,19.8亿,13.01,15.6亿,2.42亿,0.18,11.5亿,2.42亿,3.35,46.3,7656万,0.07,22.74,44.7亿,11.5亿,30.7亿,1.69亿,20.97,22.3亿,9.37亿,8.37亿,1.00亿,2.12,1.90亿,38.3亿
2125,2110,三钢闽光,13.35,3.16,1.28,5,83.1亿,20.25,268亿,68.8亿,3.17,149亿,68.8亿,10.43,59.62,88.1亿,5.39,27.76,265亿,149亿,95.7亿,5.86亿,35.35,58.6亿,93.7亿,88.8亿,4.84亿,3.59,51.8亿,218亿
2126,2111,威海广泰,10.79,17.31,1.51,13,35.3亿,20.43,15.3亿,1.96亿,0.47,32.4亿,2.00亿,7.15,12.11,8.71亿,2.28,33.08,48.6亿,32.4亿,8.32亿,1.79亿,42.46,13.7亿,20.6亿,19.1亿,1.50亿,3.59,1.78亿,41.2亿
2127,2112,三变科技,6.85,-23.06,4.14,38,12.6亿,11.98,4.17亿,-4474万,-0.22,7.19亿,-4491万,1.65,17.71,1194万,0.06,10.08,10.7亿,7.19亿,1.89亿,4065万,68.71,8425万,7.32亿,6.79亿,5256万,0.42,-4491万,13.8亿
2128,2113,天润数娱,4.02,96.46,2.27,56,32.4亿,234.38,4.37亿,5051万,0.03,11.9亿,5523万,1.77,137.38,-1.13亿,-0.07,52.53,31.2亿,11.9亿,402万,7792万,12.92,12.4亿,4.03亿,4.02亿,177万,0.81,4791万,61.6亿
2129,2114,罗平锌电,7.47,-12.88,1.46,44,24.2亿,-30.47,7.74亿,-9663万,-0.43,4.00亿,-1.30亿,5.13,-395.88,-2.06亿,-0.64,11.15,21.1亿,4.00亿,5.92亿,9.32亿,21.15,15.0亿,4.47亿,2.82亿,1.65亿,4.62,-1.41亿,24.2亿
2130,2115,三维通信,11.1,27.56,2.7,42,38.5亿,227.38,23.8亿,1.95亿,0.3,21.3亿,1.93亿,4.12,693.23,3.45亿,0.62,14.08,45.4亿,21.3亿,5.87亿,1.37亿,47.34,13.6亿,21.5亿,14.5亿,6.99亿,2.46,1.67亿,61.4亿
2131,2116,中国海诚,7.14,15.05,2.18,16,29.6亿,16.87,31.9亿,1.77亿,0.36,40.1亿,1.77亿,3.27,22.52,6.90亿,1.65,10.22,43.7亿,40.1亿,2.36亿,5316万,68.71,9631万,30.0亿,29.7亿,2974万,0.23,1.49亿,29.8亿
2132,2117,东港股份,14.25,19.87,3.31,28,51.8亿,11.65,11.7亿,2.28亿,0.54,10.9亿,2.30亿,4.3,17.71,7.07亿,1.94,39.84,20.3亿,10.9亿,6.82亿,9376万,23.04,2.50亿,4.69亿,4.28亿,4060万,0.69,1.96亿,51.8亿
2133,2118,紫鑫药业,5.47,15.95,1.57,22,56.1亿,70.25,12.8亿,3.76亿,0.26,71.2亿,3.73亿,3.48,107.23,15.6亿,1.22,67.37,93.5亿,71.2亿,10.9亿,4.21亿,52.24,15.3亿,48.8亿,37.0亿,11.8亿,1.2,3.29亿,70.1亿
2134,2119,康强电子,9.14,30.14,3.36,50,25.8亿,22.1,11.4亿,9338万,0.23,9.75亿,9332万,2.72,16.9,2.88亿,1,20.53,17.5亿,9.75亿,5.49亿,8231万,50.68,1.62亿,8.88亿,8.47亿,4065万,0.56,6565万,26.4亿
2135,2120,韵达股份,30.35,19.68,4.84,23,71.3亿,35.23,92.5亿,26.1亿,1.16,98.4亿,26.5亿,6.27,68.42,49.9亿,2.91,28.72,164亿,98.4亿,34.9亿,11.2亿,33.96,38.3亿,55.8亿,55.3亿,5452万,2.24,19.8亿,520亿
2136,2121,科陆电子,5.01,267.14,1.47,30,45.4亿,6.03,29.8亿,1273万,0.01,74.6亿,1603万,3.42,-92.69,13.5亿,0.96,29.04,156亿,74.6亿,36.3亿,6.28亿,68.06,19.1亿,106亿,66.8亿,39.0亿,1.36,1981万,70.6亿
2137,2122,*ST天马,1.72,-7.45,0.45,13,20.4亿,-27.85,13.6亿,-1.97亿,-0.17,39.7亿,-2.06亿,3.8,-649.87,17.4亿,1.46,9.12,85.2亿,39.7亿,7.89亿,1.37亿,44.48,10.3亿,37.9亿,15.4亿,22.5亿,0.87,-2.06亿,20.4亿
2138,2123,梦网集团,8.03,32.05,1.4,42,51.8亿,19.77,20.3亿,1.88亿,0.19,26.8亿,1.89亿,5.74,-27.94,14.0亿,1.72,26.1,63.4亿,26.8亿,4.55亿,3.67亿,26.18,24.6亿,16.6亿,16.2亿,4135万,3.04,1.52亿,65.1亿
2139,2124,天邦股份,7.99,57.51,3.01,39,84.6亿,40.42,31.8亿,1.50亿,0.1,25.3亿,1.43亿,2.65,-45.07,8.81亿,0.76,15.05,64.3亿,25.3亿,16.2亿,1.15亿,51.91,9.87亿,33.4亿,32.5亿,8492万,0.85,1.21亿,92.7亿
2140,2125,湘潭电化,6.9,28.77,2.05,34,17.9亿,44.57,7.65亿,8200万,0.18,11.8亿,8073万,3.37,54.51,1.11亿,0.32,26.98,31.5亿,11.8亿,13.9亿,1.24亿,61.67,6.90亿,19.4亿,12.7亿,6.72亿,2,6217万,23.8亿
2141,2126,银轮股份,7.66,16.22,1.72,6,58.7亿,23.42,38.1亿,3.73亿,0.35,44.4亿,3.72亿,4.44,18.1,14.9亿,1.86,24.95,77.8亿,44.4亿,14.0亿,4.11亿,48.2,10.8亿,37.5亿,35.5亿,1.97亿,1.35,2.84亿,61.4亿
2142,2127,南极电商,8.13,33.3,5.92,18,121亿,409.2,20.4亿,4.70亿,0.18,25.5亿,4.91亿,1.37,85.01,13.8亿,0.56,30.17,40.5亿,25.5亿,293万,5.63亿,16.12,14.8亿,6.52亿,6.52亿,79.3万,0.6,4.49亿,200亿
2143,2128,露天煤业,7.29,5.92,1,46,119亿,9.45,59.2亿,18.3亿,0.92,73.1亿,18.0亿,7.25,25.7,79.5亿,4.87,47.12,168亿,73.1亿,63.0亿,6.21亿,28.93,12.5亿,48.5亿,35.4亿,13.1亿,0.77,15.1亿,119亿
2144,2129,中环股份,7.39,36.25,1.67,50,195亿,35.06,92.6亿,6.71亿,0.15,124亿,6.83亿,4.44,-6.02,17.7亿,0.64,19.1,379亿,124亿,141亿,13.4亿,59.3,77.2亿,225亿,123亿,102亿,2.77,4.26亿,206亿
2145,2130,沃尔核材,3.86,25.52,1.73,43,36.5亿,35.08,23.7亿,1.51亿,0.11,28.5亿,1.54亿,2.24,31.59,12.8亿,1.02,30.95,72.0亿,28.5亿,23.1亿,2.67亿,57.3,2.09亿,41.2亿,35.0亿,6.20亿,0.17,1.43亿,48.7亿
2146,2131,利欧股份,1.55,25.76,1.03,41,52.5亿,27.37,98.6亿,2.79亿,0.05,89.3亿,2.99亿,1.5,-43.67,18.6亿,0.33,10.96,163亿,89.3亿,13.3亿,4.02亿,48.31,9.40亿,78.6亿,57.3亿,21.3亿,0.17,2.51亿,86.2亿
2147,2132,恒星科技,2.88,-154.26,1.29,45,36.1亿,5.54,22.8亿,-4885万,-0.01,30.1亿,-4961万,2.24,-117.58,4.03亿,0.32,13.53,60.9亿,30.1亿,14.9亿,2.05亿,48.08,10.6亿,29.3亿,25.4亿,3.89亿,0.84,-1759万,36.2亿
2148,2133,广宇集团,3.64,6.54,0.88,7,23.1亿,0.9,25.9亿,7.62亿,0.42,101亿,7.62亿,4.15,150.74,14.1亿,1.82,42.72,109亿,101亿,1901万,937万,64.36,8.37亿,70.0亿,49.7亿,20.2亿,1.08,3.23亿,28.2亿
2149,2134,天津普林,6.35,-89.28,3.68,50,15.6亿,-7.5,3.04亿,-1316万,-0.05,3.19亿,-1310万,1.73,-540.41,-1.44亿,-0.59,7.4,6.26亿,3.19亿,2.10亿,900万,32.21,3.02亿,2.02亿,1.88亿,1371万,1.23,-1311万,15.6亿
2150,2135,东南网架,5.12,26.53,1.32,16,43.7亿,14.97,61.8亿,1.69亿,0.14,83.4亿,1.74亿,3.89,75.36,8.03亿,0.78,11.11,105亿,83.4亿,18.0亿,1.38亿,61.25,20.9亿,64.3亿,64.0亿,3066万,2.02,1.50亿,53.0亿
2151,2136,安 纳 达,8.28,20.01,2.49,34,17.7亿,-0.38,8.57亿,7912万,0.31,4.02亿,7864万,3.32,-46.47,1.26亿,0.59,16.86,9.89亿,4.02亿,5.42亿,4027万,25.67,3.50亿,2.54亿,2.42亿,1224万,1.63,6675万,17.8亿
2152,2137,麦达数字,7.18,40.35,2.33,50,20.4亿,27.89,8.02亿,8435万,0.13,11.5亿,9873万,3.09,26.51,2.37亿,0.41,19.25,21.8亿,11.5亿,1.05亿,4680万,16.41,9.62亿,3.58亿,3.57亿,120万,1.66,7728万,41.6亿
2153,2138,顺络电子,14.6,24.61,2.82,50,102亿,25.88,17.5亿,4.27亿,0.45,18.0亿,4.29亿,5.18,40.81,12.5亿,1.54,35.92,49.8亿,18.0亿,23.7亿,1.08亿,14.39,20.3亿,7.16亿,6.43亿,7262万,2.5,3.61亿,119亿
2154,2139,拓邦股份,4.37,17.18,2.12,30,34.3亿,28.98,25.5亿,2.41亿,0.19,23.6亿,2.40亿,2.06,12.7,6.17亿,0.61,19.68,39.0亿,23.6亿,7.08亿,2.10亿,42.81,4.26亿,16.7亿,16.6亿,1420万,0.42,1.94亿,44.5亿
2155,2140,东华科技,6.39,17.97,1.37,16,28.1亿,46.26,21.7亿,1.39亿,0.27,47.9亿,1.39亿,4.65,21.26,13.3亿,2.97,12.63,62.1亿,47.9亿,1.88亿,1.15亿,66.18,9075万,41.1亿,34.7亿,6.39亿,0.2,1.19亿,28.5亿
2156,2141,贤丰控股,4.34,484.95,3.74,45,27.6亿,-12.81,7.34亿,695万,0.01,5.41亿,831万,1.16,31.5,6734万,0.06,11.28,18.8亿,5.41亿,1.76亿,1184万,25.15,9355万,4.73亿,4.40亿,3381万,0.08,762万,49.2亿
2157,2142,宁波银行,16.51,7.23,1.4,1,765亿,14.12,212亿,94.5亿,1.71,0,94.2亿,11.78,21.12,315亿,6.05,0,1.09万亿,0,45.8亿,3.36亿,93.74,112亿,1.02万亿,0,0,2.15,89.2亿,860亿
2158,2143,印纪传媒,3.06,-6.31,2.36,14,29.8亿,-75.2,3.02亿,-6.56亿,-0.36,35.2亿,-6.32亿,1.3,-253.72,20.7亿,1.17,21.4,39.4亿,35.2亿,195万,358万,37.06,-1627万,14.6亿,10.6亿,3.98亿,-0.01,-6.44亿,54.2亿
2159,2144,宏达高科,10.33,17.71,1.1,29,14.5亿,-11.48,4.08亿,8336万,0.44,5.46亿,8320万,9.39,6.73,5.92亿,3.35,30.59,19.3亿,5.46亿,2.77亿,4497万,14.13,6.98亿,2.73亿,2.26亿,4664万,3.95,7731万,18.3亿
2160,2145,中核钛白,3.49,13.27,1.73,34,46.8亿,-6.93,23.3亿,3.61亿,0.2,18.0亿,3.61亿,2.01,2.63,7.46亿,0.47,29.28,54.7亿,18.0亿,16.8亿,2.09亿,41.35,8.66亿,22.6亿,18.6亿,4.03亿,0.54,3.14亿,55.5亿
2161,2146,荣盛发展,8.21,7.16,1.2,7,320亿,40.89,306亿,57.6亿,0.86,2011亿,57.2亿,6.83,33.98,157亿,3.62,32.25,2140亿,2011亿,28.8亿,5.76亿,84.89,46.7亿,1816亿,1442亿,374亿,1.07,37.4亿,357亿
2162,2147,ST新光,3.06,33.85,0.69,7,16.4亿,-8,14.9亿,1.32亿,0.07,99.3亿,1.32亿,4.46,151.76,36.4亿,1.99,29.29,166亿,99.3亿,16.7亿,1.47亿,49.33,24.9亿,81.9亿,53.5亿,28.4亿,1.36,1.24亿,55.9亿
2163,2148,北纬科技,7.01,77.17,3.43,42,31.0亿,-57.36,1.87亿,4073万,0.07,6.49亿,4165万,2.05,-65.14,3.72亿,0.66,55.9,12.8亿,6.49亿,1.99亿,54.9万,7.25,2.40亿,9254万,8299万,956万,0.42,3863万,39.7亿
2164,2149,西部材料,6.04,51.81,1.45,43,25.7亿,15.28,11.6亿,6834万,0.09,22.5亿,6945万,4.17,4.19,3850万,0.09,19.15,40.2亿,22.5亿,12.3亿,2.65亿,48.47,12.6亿,19.5亿,13.8亿,5.67亿,2.97,3719万,25.7亿
2165,2150,通润装备,6.68,14.95,1.57,45,18.3亿,4.67,9.35亿,1.40亿,0.34,11.6亿,1.39亿,4.25,43.2,3.99亿,1.45,24.33,15.5亿,11.6亿,3.23亿,4351万,20.09,4.24亿,3.11亿,3.06亿,569万,1.54,9188万,18.3亿
2166,2151,北斗星通,22.44,161.03,2.62,41,61.3亿,56.5,21.8亿,9496万,0.1,34.0亿,9475万,8.56,-29.27,3.10亿,0.6,27.84,68.6亿,34.0亿,6.16亿,3.55亿,33.14,35.8亿,22.7亿,16.6亿,6.08亿,6.98,5361万,115亿
2167,2152,广电运通,5.72,23.3,1.61,41,113亿,33.83,32.6亿,6.33亿,0.18,84.1亿,6.23亿,3.55,-32.05,36.0亿,1.48,41.36,126亿,84.1亿,10.4亿,1.52亿,25.54,23.0亿,32.3亿,30.9亿,1.34亿,0.95,4.47亿,139亿
2168,2153,石基信息,26.11,66.12,3.34,56,126亿,1.31,19.9亿,3.69亿,0.3,69.1亿,3.76亿,7.81,13.47,26.8亿,2.51,46.1,101亿,69.1亿,3.40亿,4.32亿,12.12,43.8亿,12.2亿,11.8亿,4504万,4.11,3.16亿,279亿
2169,2154,报 喜 鸟,3.16,42.23,1.48,29,34.9亿,24.59,21.0亿,9938万,0.06,17.4亿,1.08亿,2.14,319.66,10.6亿,0.84,62.19,42.6亿,17.4亿,5.78亿,2.85亿,35.34,3.06亿,15.1亿,14.0亿,1.04亿,0.24,7062万,39.8亿
2170,2155,湖南黄金,7.99,40.19,2.02,59,96.0亿,21.89,96.4亿,2.16亿,0.15,18.2亿,2.13亿,3.95,-28.42,19.7亿,1.64,9.02,68.2亿,18.2亿,25.3亿,5.97亿,29.37,12.9亿,20.0亿,14.0亿,6.03亿,1.07,1.79亿,96.0亿
2171,2156,通富微电,7.63,41.02,1.42,50,74.2亿,12.95,54.8亿,1.71亿,0.14,49.7亿,1.77亿,5.36,29.08,10.4亿,0.9,16.16,136亿,49.7亿,58.2亿,2.52亿,51.74,37.4亿,70.2亿,42.9亿,27.2亿,3.25,1.61亿,88.0亿
2172,2157,正邦科技,5.91,298.05,2.21,39,128亿,19.39,176亿,5827万,0.01,66.8亿,3110万,2.68,-91.38,19.3亿,0.82,9.21,199亿,66.8亿,71.1亿,3.53亿,66.77,19.8亿,133亿,89.5亿,43.6亿,0.85,3517万,140亿
2173,2158,汉钟精机,7.7,19.38,2.25,13,40.7亿,5.9,12.7亿,1.96亿,0.3,22.9亿,1.95亿,3.42,-9.79,7.21亿,1.35,33.46,32.6亿,22.9亿,7.27亿,7340万,43.99,4.08亿,14.3亿,10.6亿,3.70亿,0.8,1.59亿,41.2亿
2174,2159,三特索道,18.11,11.86,2.55,20,25.1亿,27.87,5.04亿,2.16亿,1.15,7.02亿,2.16亿,7.1,1032.43,3.24亿,2.34,56.14,27.0亿,7.02亿,10.4亿,3127万,62.45,4.59亿,16.8亿,11.9亿,4.99亿,3.31,1.59亿,25.1亿
2175,2160,常铝股份,3.59,71.84,0.8,44,21.6亿,2.33,29.5亿,3537万,0.04,35.7亿,3498万,4.46,-75.43,2.72亿,0.38,15.06,66.8亿,35.7亿,16.3亿,1.59亿,51.65,21.8亿,34.5亿,32.1亿,2.43亿,3.01,2714万,26.0亿
2176,2161,远 望 谷,5.8,-40.49,2.85,41,40.5亿,-13.95,2.91亿,-8711万,-0.11,8.01亿,-8694万,2.03,-139.69,3.14亿,0.43,33.05,24.2亿,8.01亿,2.43亿,1.39亿,37.25,3.81亿,9.01亿,8.27亿,7483万,0.52,-7947万,42.9亿
2177,2162,悦心健康,3.12,101.25,2.98,49,26.6亿,6.1,7.00亿,2905万,0.02,7.54亿,2609万,1.05,-6.94,-1.81亿,-0.21,34.3,21.8亿,7.54亿,4.98亿,7471万,58.42,7776万,12.8亿,9.60亿,3.15亿,0.09,1977万,26.7亿
2178,2163,中航三鑫,4.92,-64.29,5.97,49,39.5亿,9.32,33.3亿,-1.15亿,-0.06,26.4亿,-1.18亿,0.82,-1.74,-7.75亿,-0.96,10.79,63.0亿,26.4亿,20.7亿,1.44亿,84.56,5.70亿,53.3亿,36.8亿,16.4亿,0.71,-4612万,39.5亿
